PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Level
129.23386157232875,238.94241114281252,174.48891134768306,274.1184153390824,167.25121430439057,280.82854974748034,7.952906662878283,182.55397987109134,193.99445394132633,6.3482328839976825,11.989342190335451,6.07507092239438,216.34094083607488,Very Poor
116.39667539476748,181.63389193381818,117.62894052781762,112.58520933541863,132.37700656974403,143.43467826396233,4.332640814348817,164.8211927408132,151.8537397213102,5.467132610212062,9.105257076207943,5.503057214367438,159.15991372588124,Poor
18.716875088749156,48.40381907253668,10.621936870652823,5.645044731972875,29.926471961147847,8.353480818079353,0.3863192782001418,31.371788191549058,35.937998179432526,0.46778977047254156,1.9787100302550382,0.3244506536463395,31.560506842439068,Good
103.7060042702021,167.33255731289148,83.48161046569163,152.4773685924941,154.56844803337884,134.32637260876947,3.7542147761083475,113.26974737347268,152.42432023522844,5.7881929546714606,7.555241291927217,5.858326279690825,121.6892319211921,Poor
84.29416387484629,194.87641544982716,78.8581642129541,155.33129252265894,150.156399250438,164.309503488074,4.09661455711071,161.62876509420286,174.5441352352226,3.1282960210166637,7.166951973360511,4.10311137571309,122.61213978430705,Poor
156.98672800922407,274.43894289401237,134.30653662203534,269.20342633904744,188.50461672808285,284.4023542869577,7.81805880745878,238.82415562778658,181.2352977662369,9.248920238036279,13.174426852438497,8.918067040360146,258.39524485886113,Very Poor
4.4122044278711385,48.94905575874044,12.320478990308485,36.801526564362106,27.104447283983767,39.059311048034836,0.13141527316579837,39.42161922696157,43.85770248966696,0.6922553895959047,1.5658433058817902,0.3354619141411559,16.517400595358122,Good
68.94903561829038,132.3162168919112,108.78656077135346,130.59439045635662,114.75045462811804,113.53166637679874,3.7870271591265645,88.19888315728998,157.980079031157,3.891041057632378,9.31359304675279,5.40271776188197,141.6140695896646,Poor
224.09413233067937,235.384287389679,142.47089200118688,293.00080039906544,200.84759811260838,291.2546900934317,5.982572581521828,289.43487896924603,201.75113139548031,7.083112734274688,11.481081151634427,6.383316800213005,296.91412691284495,Very Poor
2.440463419256993,7.707252158924355,7.220115442714592,21.1813446008983,16.557042322103555,13.77712184868753,0.3200069892309959,13.61269617192766,23.56846301715233,0.7779861187205073,0.1062991843458958,0.8784858477569103,20.10463747054984,Good
43.47034223346882,78.38657955682746,32.14188571123665,54.46455231513912,61.60950582649695,46.252117374886794,1.625274631565882,46.80258901577069,118.5747879190913,1.9173605577765538,4.65873544682437,2.5904784356204402,72.22087622755562,Moderate
210.62173804738393,287.4064049140408,147.39639185276428,263.6734798485266,221.7547498766574,238.20255608240217,7.7447546940220215,271.44997796164523,232.68328323666418,9.710851906066575,13.811442357470474,8.015700239851538,284.75870355919267,Very Poor
68.59513558959759,116.45296179540959,90.07134577076346,116.04487013771978,129.7660192636273,115.44402617451689,4.350699292371505,93.61584827939113,154.07475859606245,3.5187734817824103,6.832382246073581,4.445013283790785,189.80168553135627,Poor
65.88228034226049,157.81000640482378,100.05703785182814,131.4183806846848,136.53649266886947,119.58526843107698,2.2899037099316804,139.37965789381684,144.68458591456624,3.6320342118423543,6.276962305574804,4.782004738378404,186.2739691647414,Poor
